"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","0","2745","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","2","2","1","3.414642","0","2"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","25","25","1","0.848341","0","25"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","88","88","1","3.969640","0","88"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","7","7","1","1.869274","0","7"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","33","33","1","9.715901","0","33"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","0","7","9","1","5.814733","0","9"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","333","44","1","37.272625","41","756"
"/Game/Mesh/Item/Rope/MI_Chain.MI_Chain","0","3","3","1","0.939103","0","3"
"/Game/Mesh/Item/Rope/MI_Rope.MI_Rope","0","3","3","1","0.537707","0","3"
"/Game/Mesh/Trap/Trap4/M_ArrowTrap.M_ArrowTrap","0","3","3","1","0.000000","0","3"
"/Game/Mesh/Trap/Trap1/MI_Pillar.MI_Pillar","0","3","3","1","0.000000","0","3"
"/Game/Mesh/Trap/Trap2/MI_Spike_Support.MI_Spike_Support","0","3","3","1","0.000000","0","3"
"/Game/Mesh/Trap/Trap2/MI_Wood_Spike_Fix.MI_Wood_Spike_Fix","0","3","3","1","0.000000","0","3"
"/Game/Mesh/Trap/Trap3/MI_Blades.MI_Blades","0","3","3","1","0.000000","0","3"
"/Game/Mesh/Trap/Trap3/M_Rotation_Pillar.M_Rotation_Pillar","0","3","3","1","0.000000","0","3"
"/Game/Mesh/Trap/Trap2/MI_Wood_Spike_Fix1.MI_Wood_Spike_Fix1","0","3","3","1","0.000000","0","3"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","5","6","1","2.148637","0","6"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","5","5","1","2.340049","0","5"
"/Game/Material/M_OFF_KnightHelmetFeather.M_OFF_KnightHelmetFeather","0","6","6","1","3.416650","0","6"
"","0","1","0","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","2","2","1","0.502979","0","2"
"/Game/A_Surface_Footstep/Niagara_FX/Materials/M_Refraction.M_Refraction","0","15","15","1","5.663191","0","15"
"/InterchangeAssets/gltf/M_Default.M_Default","0","182","220","12","174.552872","2","220"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","0","12","14","1","6.901042","0","14"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","3","3","1","1.110656","0","3"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","9","9","1","2.158255","0","9"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","0","3","3","1","1.192343","0","3"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","0","3","3","1","0.612306","0","3"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","2","2","1","0.494156","0","2"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","0","12","14","1","7.217343","0","14"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","0","6","6","1","2.183785","0","6"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","110","128","6","95.103920","0","128"
"/Game/WaterMaterials/Materials/M_River.M_River","0","11","12","1","18.882626","0","12"
"/Game/WaterMaterials/Materials/M_River_Cheaper.M_River_Cheaper","0","9","10","1","6.138558","0","10"
"/Game/WaterMaterials/Materials/M_Ocean_Radial.M_Ocean_Radial","0","11","12","1","10.070164","0","12"
"/Game/WaterMaterials/Materials/M_Ocean_Radial_Cheaper.M_Ocean_Radial_Cheaper","0","9","10","1","7.175185","0","10"
"/Game/WaterMaterials/Materials/M_Ocean_Distance.M_Ocean_Distance","0","9","10","1","7.464289","0","10"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","0.811614","0","2"
